A_CpG_ID	TCGA-OR-A5JP-01A	TCGA-OR-A5JA-01A	TCGA-P6-A5OG-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5J1-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5K1-01A	TCGA-PK-A5HA-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5JZ-01A	TCGA-OU-A5PI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5K4-01A	TCGA-PA-A5YG-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5JI-01A	TCGA-P6-A5OF-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5JR-01A	TCGA-PK-A5HB-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5K6-01A	TCGA-PK-A5H8-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5JS-01A	TCGA-PK-A5H9-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5KU-01A
cg06281205	0.954974667006554	0.93122247464104	0.956395101829205	0.955790243580992	0.93854488228506	0.957481571623163	0.932059466400203	0.908186632063685	0.957878765832383	0.952970382642961	0.942045732037752	0.953678291005352	0.951563919748059	0.950994905801638	0.946889894162773	0.94911604014431	0.940946669115715	0.958113069286847	0.936285834077238	0.940503612371228	0.944764166076943	0.951329588054081	0.950013806158894	0.93811388321466	0.948608157771917	0.949221642143303	0.943087830616007	0.960765006425781	0.950627603107773	0.958664159326973	0.935574136640796	0.935172724884842	0.944247595069861	0.954982654006208	0.951405456616349	0.936178533194532	0.943899904724069	0.944118217482334	0.955581854839113	0.950274420821873	0.939524266434904	0.942698522989113	0.254567547436523	0.957510458397844	0.954911661962374	0.949968341397595	0.935142204450826	0.945846638247751	0.946150082723025	0.943231174193422	0.945340239701648	0.94997223625293	0.951721195966561	0.956413795326838	0.947327873447009	0.947858300031189	0.952224735113978	0.95309333878866	0.949481782825279	0.949067342749556	0.954138233425944	0.936927754334087	0.957518135325385	0.945732653565588	0.95533152739695	0.962915296452984	0.940309713976432	0.959078833200183	0.90829670261295	0.952475070736986	0.945697334632284	0.956408981807912	0.948844296085945	0.938014564396232	0.958024526847295	0.950849683662052	0.949258418836215	0.959488159286278	0.950602813037965	0.944507837713775
cg06336871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06354953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06364539	0.96253413608736	0.635861866235309	0.965679770953611	0.974140299293008	0.93019601709843	0.722369990579735	0.867706087491355	0.48204496510242	0.966043730514452	0.971502607933273	0.762849309265794	0.965580245692252	0.656557891261944	0.858017616324383	0.701783130869578	0.734872192219283	0.929611857015707	0.289153145876283	0.861738042374826	0.971260030231967	0.82694317440547	0.864893141715173	0.453436249308835	0.355931292326948	0.980887189800157	0.331958101214741	0.728637493730278	0.860417271339257	0.110846496295406	0.969033994650224	0.957737697238554	0.91492238439465	0.931604266536663	0.867528183320284	0.732344629695197	0.737669330128292	0.842620464181015	0.684099243410523	0.820243359289519	0.368014100721239	0.587299949656224	0.199405704291136	0.334508692919699	0.880931918859806	0.894439946059179	0.680237652206247	0.942941155055963	0.877986953838149	0.604808142204171	0.972055226655128	0.978004551572243	0.943251951438293	0.965831291011343	0.832401162906741	0.535789980562721	0.37517580164162	0.960930572814641	0.96611917211997	0.717340519615079	0.780781461780641	0.777597189075755	0.913678995553792	0.645349844332748	0.787766207011935	0.693116406743922	0.938999701230918	0.513833657652697	0.969748049619169	0.865052062505773	0.944172270013286	0.859661586177601	0.599173974666881	0.956887254578305	0.769869998268234	0.960400582453485	0.923722814616122	0.533700923004983	0.721641380688295	0.866183435571583	0.976561407592683
cg06396309	0.896681071007509	0.885623054605369	0.889932625281664	0.909447325648719	0.883669370729809	0.884577182902224	0.763171473115639	0.896001173218613	0.905356373955104	0.85182102988517	0.80710979776487	0.903063288274819	0.761322026501441	0.9183900740956	0.887421031537664	NA	0.883985700315856	0.775193058676754	0.87850390908381	0.903297478140225	0.880924275297124	0.895529391276685	0.775683055222534	0.691831884066889	0.897673411843369	0.913007164669006	0.911745978727883	0.91724582887633	0.890903238579725	0.723427407459881	0.873214239239907	0.85147116610876	0.831426319532532	0.897713800106509	0.710790274686632	0.794478777349161	0.671076713335325	0.89054726827631	0.910639898528037	0.916113773194349	0.889726059023786	0.91508935532899	0.364846822174367	0.87595827018568	0.90264362067547	0.908766046375855	0.888386573542476	0.833425063419247	0.656893522272165	0.904375671583636	0.918240007208033	0.899414865443026	0.915632125140374	0.869011802839444	0.899571594449331	0.71021945509649	0.885919053950623	0.882506084328023	0.932897030307464	0.849061257750181	0.838405533059175	0.897840085710832	0.811258797623567	0.880074132805037	0.897649530429837	0.900767935397035	0.850177583374538	0.906326029318504	0.909138354394349	0.883630650201006	0.88058625025589	0.714550017428575	0.888327844755589	0.87245689629759	0.904952090914613	0.886788228998255	NA	0.853422183302845	0.906680000957639	0.907666692761174
cg06438727	0.918677644639149	0.873145841274278	0.844069322063364	0.914538335888202	0.95086752747074	0.89099788218926	0.947570290594916	0.941771272377272	0.853964186417465	0.555950207325936	0.928998878592845	0.566079628235779	0.927415763692928	0.850354853773069	0.900393362786965	0.93231779808437	0.573143874798309	0.938262853301678	0.95641437739911	0.945682951293982	0.90462203618197	0.895451986847587	0.952234268676642	0.926840622314645	0.902177562890194	0.936176737960035	0.905629087737195	0.873146506271891	0.951453885705018	0.958852941051519	0.932214561448359	0.886127760621554	0.862482087499657	0.938430694004411	0.953010229576995	0.871824152762167	0.891098953678061	0.894977214743653	0.921905469391557	0.896017760222976	0.951740253438737	0.566235155919241	0.52152374435763	0.925866690666699	0.934285744342788	0.946700800228476	0.889144930626093	0.887166181163656	0.628061585076952	0.579909835115394	0.931750934533753	0.203662182452132	0.867957040304042	0.888824123007867	0.785830529953029	0.907077875833355	0.812650487982564	0.844285585446519	0.925509615267266	0.841477033645251	0.921393801443755	0.845415868028736	0.949421749413994	0.464351118855073	0.697806160058827	0.891075164418193	0.727657659580888	0.942194084376402	0.305161836975867	0.85849452751323	0.900754283909051	0.741975177840261	0.888949222314452	0.860612495433383	0.91281219282046	0.931416965024548	0.562491288263881	0.930880363207275	0.347485023261292	0.897731111668554
cg06440169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06442472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06450446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06455125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06484274	0.187034186871069	0.938213668448519	0.430693834496641	0.519677788967441	0.450782804769886	0.192305906612144	0.884443945629918	0.551348343762811	0.869864872885875	0.159734542769097	0.785521884312245	0.954888029738857	0.965308329893698	0.281610574444877	0.937441540597951	0.0529092296769037	0.439076276328578	0.872567242402219	0.826334374006067	0.472172184263946	0.879583375661002	0.947151844637207	0.945167067172475	0.960116552238873	0.515625503615946	0.934377283170976	0.91322603580128	0.557194101159866	0.893554186810553	0.893470837421336	0.108137015181215	0.949118705400888	0.512164112533134	0.901508017415057	0.966064836201808	0.913213049333534	0.0944431014683624	0.155517166226435	0.93962395727341	0.38893513625039	0.841403217595008	0.639051676449973	0.933463194514464	0.745752826758572	0.905656546347241	0.237224342389528	0.482111231731509	0.951818875568726	0.0884618411909251	0.792848891632638	0.877433042635959	0.914105333942829	0.783628141667315	0.962420000069242	0.0461869324481145	0.919908955435542	0.172012249516279	0.0938578980601768	0.071756365733201	0.912141018643769	0.93109518583484	0.747216100280328	0.641399070347388	0.955942563780233	0.944151551589849	0.919897615381823	0.54974557294072	0.214996023489581	0.0601289585144485	0.858264429389814	0.861390218643042	0.317136684678845	0.324437080066727	0.522025194698875	0.680397655307695	0.92695541724947	0.13153843132142	0.76147303775975	0.86371005147331	0.895146527179185
cg06485995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06516543	0.970722358221163	0.892271226734072	0.977684705805601	0.973241630177452	0.964779764520828	0.95214528609347	0.810073541162803	NA	0.930338385804688	0.976768603762248	0.687401187647221	0.975753195851635	0.967136878616581	0.980570958277582	0.97791488067367	0.900823550943276	0.950335198108823	0.928333570545755	0.949734353474116	0.829240342636406	NA	0.968686159064073	0.867227800080689	NA	0.979814987308195	0.947347305002961	0.974566591428054	0.918444179776329	0.958664729011034	0.102911476912088	0.971180956155862	0.967391828084259	0.921510665347373	0.979283957539949	0.752247736871461	0.969824349712773	0.957395569924562	0.97201539966985	0.974032334126452	0.947541304267636	0.894574749383736	0.93949700610143	0.117593935262655	0.826780360982352	0.98221169952881	0.939297514520561	0.977874076219126	0.968259477695314	NA	0.967727949167714	0.973824059405323	0.957257570453686	0.941673158966371	0.97868656505339	0.959386703895029	0.977038668291169	0.97240369458157	0.967184222153331	0.959467923225903	0.90016410450446	0.952214562742267	0.97409942572508	0.845898550283812	0.979139658387877	0.978942839462016	0.929339310616751	0.31978215175287	0.975067240947041	0.947813194254772	0.958429209122788	0.959607636536724	0.39068215665257	0.944089480833191	0.969094669498356	0.957647485937554	0.973851773186824	0.840532578773803	0.964418562662533	0.962156497842392	0.761005946313514
cg06576765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06577450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06613547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06631184	0.947064609180299	0.817195263811747	0.953941889187051	0.950105936716281	0.938518542112231	0.935071216635301	0.844528661767639	0.87182404000164	0.961636365037067	0.936413472972594	0.882078244810757	0.199931873140317	0.959327320988367	0.944007667631354	0.93694856955153	0.220867689915855	0.913412262818341	0.307293294670505	0.930462461439726	0.737412849164949	0.95345304009547	0.320056427100865	0.487167628499144	0.202134469665725	0.962312028064445	0.851786448963724	0.909295688765295	0.778847555715858	0.111274028420755	0.278426366849429	0.960536683058228	0.909863260738304	0.719065433185157	0.948234016986451	0.895804133345872	0.497914493576223	0.94935659258066	0.951354721535699	0.960402225713369	0.824193204127881	0.801213108844654	0.50621780472697	0.883298368179678	0.914146974174904	0.948905607589239	0.956794927496769	0.947803237214661	0.951357068485056	0.671301128196765	0.953926758460319	0.382910284425305	0.957967653511331	0.942880297610204	0.947404546463335	0.954229295862161	0.947915892150449	0.945565239946842	0.942585493595786	0.323073518740262	0.937789436338426	0.490892489199267	0.938120032204442	0.967018873657961	0.949334269635794	0.947965364845929	0.465103928125372	0.944966011600888	0.956691406742165	0.171838665811425	0.948562451955593	0.963255512429447	0.952556597522781	0.955162557813123	0.910747209077655	0.950386627721175	0.296104728388141	0.773746882544359	0.702245916114183	0.961085155592666	0.765981829762281
cg06643622	0.878308125329085	0.139088541567776	0.849884516018571	0.934342071438779	0.906662448211726	0.271489016795588	NA	0.906230476168154	0.566431378578448	NA	0.347248767154622	0.106287759891788	0.438289747202664	0.794743782194223	0.193320589924655	0.0868894948673196	0.180182170769409	0.140567902027873	0.838663396213286	0.114119264220484	0.572874774905144	0.375281814211916	0.083886428000654	0.191088781990585	0.945473072926327	0.957413354280076	0.632616038691105	0.266630947583835	0.901094772372534	0.337177112879719	0.614171329240921	0.163576661485133	0.397467503676399	0.599063272375456	0.947228875869228	0.736117148307464	0.466341531710349	NA	0.0940280215147656	0.530144513807294	0.910713735370454	0.600784490614565	0.155004232883579	0.360730977980797	0.113724598588637	0.781821077892855	0.746216218257654	0.11447451020931	0.133380603826508	NA	0.436103612074214	0.735938209562419	0.334714052546738	0.0741496748319101	NA	0.12947548171436	0.418328796168768	0.221308582740733	NA	0.19542828745247	0.174368588403604	0.440426822817802	0.566320493986311	0.938717560672211	NA	0.436592518602352	0.193080478822686	0.127613869322276	0.110005825759421	0.584597667593833	0.467588371467925	0.29322629889249	0.16531949087232	0.685998587554176	0.127797554873337	0.480613345360846	0.0938647894816432	0.89078426470834	0.598889781753505	0.912852995637845
cg06655570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06659269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06659867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06662976	0.044219754491589	0.0495741110552958	0.0374924675343037	0.046551107657801	0.0451915783910034	0.0517778286106635	0.0419299636966541	0.0437829860728423	0.0417627895790051	0.0388970943302538	0.0513156783937261	0.0373533269723143	0.0427004477837645	0.0346209263472278	0.0435014878091848	0.0368582258796911	0.0391145514336718	0.0436260884444739	0.0506071815941237	0.0367085084540586	0.0365234037829686	0.0446736039496131	0.0408533585364075	0.0436434746553447	0.0386557645851811	0.0374320342022422	0.0337011589416403	0.0433339058123993	0.0458590290298587	0.0326776598508639	0.0325854490842783	0.0330063529227812	0.0555037667375803	0.0423567786211614	0.0286154591228735	0.319168684856135	0.0364465049324682	0.0354359427074737	0.033169117436882	0.0325438879029849	0.053110754484926	0.0421764759099082	0.0372540820012518	0.0366446951347927	0.0452954637573472	0.0394609206007481	0.0492105979764062	0.0409008205708105	0.0393055181655038	0.0352839422621463	0.0390775452180217	0.0489491262136659	0.0566636401959542	0.0350160933450697	0.0477024916264862	0.0397507979663645	0.0414840198453699	0.0463544070001948	0.0436433533667927	0.0354388207772616	0.053940117437636	0.0508606315362271	0.0372951336225297	0.0414308167438081	0.0405201612463551	0.0400094681171172	0.0400531958053409	0.0450033567717067	0.0395251455810792	0.0366313010186173	0.0405283203116685	0.0449071503073075	0.0382118836585979	0.0352139762398435	0.0722953442274291	0.0386769813571185	0.0545061147235103	0.0377832700794852	0.493171936086087	0.0408388739891657
cg06674392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06679649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06686174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06692606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06728577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06784187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06808021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06921605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06934003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06944489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06949017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
