A_CpG_ID	TCGA-YZ-A983-01A	TCGA-V4-A9ET-01A	TCGA-WC-A880-01A	TCGA-V4-A9EW-01A	TCGA-WC-A87T-01A	TCGA-VD-AA8P-01A	TCGA-VD-A8KG-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F4-01A	TCGA-WC-A88A-01A	TCGA-V3-A9ZX-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K8-01A	TCGA-V4-A9F0-01A	TCGA-WC-A883-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EQ-01A	TCGA-VD-A8KL-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9F7-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8N-01A	TCGA-WC-A881-01A	TCGA-YZ-A984-01A	TCGA-VD-AA8T-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KO-01A	TCGA-WC-AA9A-01A	TCGA-RZ-AB0B-01A	TCGA-V4-A9E5-01A	TCGA-WC-A87Y-01A	TCGA-VD-A8KB-01A	TCGA-WC-A888-01A	TCGA-V4-A9ED-01A	TCGA-WC-A87U-01A	TCGA-V4-A9EM-01A	TCGA-WC-A882-01A	TCGA-VD-A8KJ-01A	TCGA-V4-A9EX-01A	TCGA-VD-A8KD-01A	TCGA-VD-AA8M-01A	TCGA-VD-A8KN-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EV-01A	TCGA-VD-A8K9-01A	TCGA-V4-A9EO-01A	TCGA-VD-A8KK-01A	TCGA-V3-A9ZY-01A	TCGA-YZ-A980-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KH-01A	TCGA-WC-AA9E-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EY-01A	TCGA-VD-AA8Q-01A	TCGA-V4-A9F2-01A	TCGA-WC-A87W-01A	TCGA-VD-A8K7-01B	TCGA-V4-A9EL-01A	TCGA-VD-A8KF-01A	TCGA-V4-A9F1-01A	TCGA-VD-AA8R-01A	TCGA-WC-A884-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9F5-01A	TCGA-VD-A8KE-01A	TCGA-YZ-A982-01A	TCGA-VD-AA8O-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9F3-01A	TCGA-YZ-A985-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EC-01A	TCGA-WC-A885-01A
cg08082390	0.957154707744587	0.965593955987943	0.943650813956633	0.952991446614985	0.931270580586979	0.91795161291196	0.948257950767259	0.950753921598773	0.934978071723898	0.948025746553334	0.943169423359401	0.932496495702939	0.924722086836785	0.906111185151705	0.92372969402739	0.928431985687602	0.893504507995854	0.913287526518514	0.921746315190451	0.928949261612663	0.937426443378326	0.94957377659442	0.935195961140582	0.945637775316577	0.931586172050963	0.933644041432244	0.93897119571974	0.924762803678206	0.955434828200576	0.928985605161146	0.895304041947168	0.9390657858349	0.931277019481212	0.945592796600601	0.92712938789803	0.944173362070128	0.942183998744344	0.942121914962287	0.910656095121298	0.946855325850559	0.942013333790997	0.912648208077074	0.960480668221138	0.933809947873668	0.94366017467093	0.940500731819642	0.947812352249398	0.883805960515121	0.905466728755657	0.960247423585936	0.942582609717584	0.954845247819939	0.957355387933456	0.941192843745819	0.954551537721477	0.956064171205244	0.951954228514207	0.940696328731043	0.923675563990304	0.956047042675307	0.940151270750487	0.924720741254288	0.919491767771438	0.914811517871352	0.947419653174568	0.953199383748345	0.935108028683844	0.950752672162461	0.929229868636227	0.938202607517991	0.945249816886287	0.941243971635106	0.928085262943946	0.936075175802705	0.915042826436949	0.932830907339409	0.930537891831051	0.939521951614385	0.945446754857842	0.953779070503081
cg08096684	0.976047472039282	0.972857850388239	0.973745985909791	0.972259366147501	0.972168650243176	0.969363772200712	0.972495057807514	0.974542508832319	0.975487474084946	0.96735230902755	0.973983671952179	0.974131857590756	0.972042286968664	0.971618191706455	0.974917936215335	0.971240755285063	0.973750963459867	0.97027769061313	0.966865429747097	0.963655869627944	0.969863176929041	0.972783484318762	0.973131990475656	0.971434099938264	0.972730972462581	0.973346955318824	0.97435410128256	0.977651959117583	0.973767544375727	0.974373561932309	0.975472664684105	0.975106961504174	0.97615156276191	0.962614830719522	0.974126652938673	0.971613370996609	0.974370595045618	0.975289893044017	0.973565297437862	0.97211003074296	0.94904772445763	0.97026049312521	0.954845722369302	0.973198988849407	0.973273048427468	0.974509530463218	0.969573766967252	0.974325112221271	0.970051680853022	0.974510361649553	0.974146998225225	0.974863821804185	0.969863701840463	0.973820633516932	0.971046417352287	0.970276501376506	0.971488149902985	0.97330121120542	0.97130010073106	0.969522261737054	0.974980406688248	0.968035207228908	0.971402325018929	0.968954068042013	0.967255143336213	0.971786024959818	0.972990020549327	0.974471704998953	0.97694369603004	0.969934898937429	0.96880112486529	0.963879640548725	0.971273265010911	0.971246745312051	0.96679401875077	0.975445416597886	0.967919587450731	0.969655635360453	0.967685838212144	0.967306279794708
cg08123100	0.939044716867197	0.954515326828778	0.936190752211165	0.946898982284939	0.933624279732957	0.938127074950221	0.938360753606627	0.945041248748225	0.946064221506028	0.937877153409379	0.932976335679445	0.933771387597663	0.923537091152714	0.937844107751483	0.94406642953947	0.928834471859801	0.939411134706879	0.938613865992796	0.949846598852012	0.877686649773906	0.93054542596812	0.925286120107666	0.936978058329015	0.935395498280465	0.942848245130892	0.941073448841441	0.910570992263487	0.918194601825707	0.941006121639143	0.948761098951141	0.915567005205383	0.809644611407585	0.924521144699626	0.931227273029101	0.933167527051992	0.939037485867177	0.931963675831998	0.928821598639992	0.931744610458593	0.936934989170092	0.920939443988358	0.906514979166363	0.910507106591044	0.933180319383184	0.928319717861975	0.91600493295991	0.929104240129556	0.908582217315334	0.936695174286108	0.93738888591135	0.945941376185033	0.926470341438888	0.941000015652693	0.9175940287793	0.916811028035204	0.928414705083472	0.92485021620718	0.925862490003612	0.907656323965641	0.945709280566609	0.940389543760169	0.935121862336658	0.934534877233536	0.926913288798829	0.940090798935647	0.94182766717738	0.950748272456389	0.949888078696009	0.939985725203939	0.937006779897058	0.935886650119475	0.920532049875508	0.937893389372594	0.918200449285231	0.928491644186872	0.914684965944662	0.941944394993438	0.933990136393851	0.916757458113879	0.927137060375663
cg08158805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08170119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08177743	0.955055479822038	0.944096449589353	0.933427637735131	0.943594053604164	0.941558885516906	0.946076883443415	0.946073975649402	0.944534530060423	0.943057239431009	0.960551985827114	0.932820319198228	0.931708406070575	0.950766328555715	0.92965088094738	0.929312465315885	0.907694984316774	0.941708638416069	0.930944194211861	0.925914399847022	0.938668083120183	0.924899391462783	0.940881682726125	0.936294161562851	0.946586905896258	0.941957211982892	0.955198383831672	0.890251261022541	0.940732742741114	0.947486024974491	0.940890745561393	0.94053261808303	0.94294607959326	0.939982370435543	0.930716027493329	0.929462728088013	0.937538871997086	0.947908347358219	0.944419138541359	0.936787137954222	0.935962304238491	0.932595917244244	0.939539046736489	0.936476443213417	0.947652619446455	0.947416619369998	0.929538050772078	0.93131781035605	0.949086985921007	0.950633971255526	0.930657333914145	0.893819029155431	0.957562591662423	0.952040041601882	0.939497448746237	0.942032262538176	0.937427475228509	0.923325958313196	0.933482330653265	0.939554481089655	0.947729712496439	0.955460322354982	0.928102937596828	0.947341237428691	0.943038979801403	0.9313442584447	0.940154148829844	0.95087346128763	0.931137275802409	0.953268666694787	0.935602939039745	0.947408045908007	0.940948024117765	0.946407181380695	0.935954926432574	0.95541497747101	0.928612748796382	0.93393438420319	0.922164906831251	0.950898389118005	0.947938828690849
cg08222555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08237400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08254315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08278002	0.950954426308403	0.957360445975954	0.897019430088141	0.944296001781286	0.940902391517488	0.948451116177386	0.948364318157211	0.945814294093768	0.943671260134641	0.932684272627393	0.897906298871596	0.924348097199349	0.94992869213035	0.917637367411015	0.944432174548618	0.917244259830505	0.953165197124195	0.949079111238947	0.940727683030603	0.934788416530997	0.945006355461533	0.959566986637851	0.942806041436065	0.93204488449372	0.950533902523691	0.94024712045635	0.830230317020375	0.929522804714503	0.94399111285319	0.938262707036113	0.951956094048836	0.930003972230697	0.912198542500476	0.94779924621771	0.889175291736511	0.954496981449154	0.952063921805707	0.953640755269422	0.956727008825801	0.932031963740173	0.935601362272309	0.922638254646815	0.955964841001588	0.936591680358296	0.941153589518585	0.89693383652075	0.956205131239888	0.949001047533538	0.950445084504995	0.962877090756807	0.901716476853862	0.953603287527592	0.954823026700099	0.917894784114172	0.935668367233797	0.939740300242841	0.958506059592577	0.95381208568778	0.955216066102635	0.952078561639374	0.953821929897505	0.919357435164254	0.957790245378512	0.958637686817635	0.948878940268762	0.913727770167174	0.920719158053832	0.960883884294126	0.95984654104279	0.954218836019355	0.951551276323027	0.95594203914681	0.933099359891566	0.924891891275684	0.950631081614699	0.90303218625691	0.951406129731634	0.934030880974567	0.945982184562179	0.953407091912777
cg08338237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08356248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08371086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08373323	0.75765705127756	0.799326421173374	0.43275582341148	0.733395996415131	0.900565737151193	0.938054269143226	0.433335864244887	0.92990212227513	0.62021696979671	0.510991136278247	0.806700625976281	0.944405952764091	0.710014845616353	0.943311544900957	0.914474948883301	0.873887154782863	0.863958533010895	0.810319133931798	0.781324349341013	0.495460418340869	0.851624869986497	0.944160375374241	0.926998327355434	0.892446760694091	0.920949451194755	0.954056125773808	0.907479996662719	0.931724001759444	0.890153360792117	0.875787677054748	0.86902590529857	0.328402127210871	0.925749800939747	0.706805145979719	0.946958462338466	0.922297681059295	0.918592887786782	0.425158243837114	0.932808110436827	0.904533489596832	0.881964770062478	0.932953586098141	0.917744267995552	0.879219169799781	0.898294926071995	0.871938561958225	0.686442137471304	0.625486389395327	0.92773019172608	0.841498683624148	0.858013946860145	0.612061374544914	0.876163475146066	0.667503899675788	0.921704196776028	0.881622800691202	0.897765744481613	0.935895184723109	0.935273623640452	0.901789629314874	0.918743556806792	0.86493628477655	0.9500924587276	0.928687271643118	0.949397089332312	0.672699563132189	0.906178419320777	0.946794795422936	0.773635009306201	0.875660629773036	0.877871006165838	0.836039058975698	0.915362301167105	0.788470112853602	0.947311436478787	0.940828678881313	0.948924582697322	0.767051808298899	0.908075272097943	0.924100811741605
cg08454110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08458655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08488494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08509032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08547427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08593037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08596858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08670672	0.954549629311692	0.961010336934771	0.927496644435523	0.934516974305642	0.922697379374787	0.89372249820704	0.931973799736856	0.937496783815379	0.942507443524444	0.937974079921159	0.936801222967162	0.942248174611667	0.937857221725821	0.939306291849188	0.950336726993367	0.935098235340212	0.942547426125076	0.955367807771125	0.932799188174782	0.934349719450244	0.909035106386963	0.94825566998216	0.935374132484439	0.928413929879458	0.94920684040733	0.843525164326143	0.94077627359769	0.936319096368121	0.936269888684089	0.935317056251911	0.934638610536669	0.933465947288276	0.950385476971202	0.934630937224642	0.954040117746208	0.953980444415295	0.938912458940717	0.937041029241148	0.932439054553924	0.940035406420998	0.942897054687023	0.94294139092298	0.94463822043412	0.95074107998255	0.945460848003859	0.9459396249604	0.930410253976758	0.949561916231232	0.939820799329122	0.949801291169293	0.942799894322663	0.940175971787293	0.947306114843274	0.948729265654589	0.944872745339065	0.938168642055239	0.951771900299524	0.945678766322137	0.924940129736672	0.91184659488866	0.948983924599855	0.927450562072305	0.940951359383874	0.942780067754136	0.933955276805589	0.946740025683152	0.948771306391934	0.947556600674019	0.951923763468464	0.952455613699563	0.913821577276203	0.950498690721032	0.942042685539042	0.951095936803675	0.922476794066142	0.943612928711024	0.946553989658966	0.943808706890263	0.929361872509796	0.948834915087694
cg08694858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08714076	0.294356416429322	0.557716361000851	0.480457056978484	0.266621427422775	0.280269477239727	0.641599859024759	0.163679754549452	0.177433763114032	0.915723172330484	0.665554767328313	0.501583565095486	0.741272058291241	0.577502287471429	0.371813032151973	0.821471109088167	0.575314957025981	0.195798121727707	0.902709056369446	0.872397081580373	0.877824088329204	0.91293576592826	0.571083065581453	0.746008798233509	0.8970007962677	0.495689681363877	0.677384826737815	0.788475987455964	0.615019067464329	0.0678604795488239	0.415883535077635	0.647381655625229	0.460409822716109	0.90575559876891	0.825752936204148	0.698007408433307	0.541536623168611	0.096491512024301	0.177091365213171	0.485735620504589	0.923333478265303	0.406666683447181	0.619514842269054	0.687697453777957	0.633097507890567	0.236618205299654	0.746086340229348	0.113273028740374	0.772034199867299	0.169342982593795	0.554240813568545	0.617658562153969	0.10147192220826	0.910837563801869	0.889453087998988	0.905384366730756	0.450756674363617	0.655890243423571	0.563748800533348	0.649403738434232	0.404810831007319	0.137222723012507	0.838404341854996	0.220770908455228	0.549523084412027	0.448164287070387	0.535913734111857	0.502382374451317	0.181672256490956	0.62718340953889	0.228402305114103	0.714701929841693	0.917857381415406	0.821169353704003	0.525642910584076	0.494367660622982	0.534801187247919	0.577402670448255	0.390669772521262	0.696371740558408	0.11611913837713
cg08773876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08786064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08789741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08796647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08804555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08829007	0.920931110925251	0.949090541273217	0.854187273313819	0.729909983392597	0.923999174367302	0.588167678024969	0.877833747528353	0.232932892481874	0.834587547851909	0.929337659444598	0.114558520016174	0.430262422827353	0.829525568846447	0.717017769677694	0.64739799438893	0.270948307143997	0.782165848041122	0.674675495013222	0.830761401820704	0.60767649168968	0.942493269545814	0.88472326426437	0.539749330724285	0.942569837984483	0.905618657112056	0.782365442177487	0.403230807950851	0.657626011725727	0.926213407339308	0.921930763230784	0.393440886120122	0.826392155615833	0.764610699375516	0.915949148606826	0.46469357140209	0.898017902626507	0.708927853246601	0.838864687844386	0.86199306328233	0.866300479774218	0.385467143989423	0.167423258912522	0.493376962112975	0.801501226821407	0.66377358479149	0.371224630642612	0.84452748200369	0.898255336697001	0.901157458112753	0.90736820301378	0.835510111977627	0.851388047409689	0.69724138651024	0.934816960376009	0.89135937127975	0.829156373531646	0.888038191800082	0.929627849765787	0.546216051184497	0.278755717091483	0.835367206931299	0.409702977525698	0.528573872500782	0.521555861033045	0.93733232860375	0.899853271425342	0.259413481112404	0.7730893711882	0.794906219339595	0.892034068798272	0.813616302589553	0.882595897386482	0.533262079420507	0.858434227146429	0.938053801022637	0.721752003411874	0.944804435418719	0.383529752276945	0.891593376814323	0.842963184253354
cg08849542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08852035	0.947868437319633	0.950027666290819	0.904483737390018	0.94461866719258	0.937201462158007	0.931922075233392	0.922986528636608	0.906993125878646	0.945747430752295	0.938321967463832	0.874125991072608	0.925785566847338	0.933586419995853	0.930842153597026	0.935740807047122	0.894556187678571	0.894893830762078	0.926167961952961	0.899376475461832	0.924459079926508	0.935331552472583	0.938974133478651	0.915553057284701	0.944559660068766	0.917006939470529	0.938477174981554	0.943121363570364	0.932620933119255	0.934554604476125	0.917970556452	0.911187954877356	0.925299116468558	0.935422456104213	0.946654799853729	0.927787361142625	0.925901577228643	0.936764898506456	0.938020893331462	0.926271706015371	0.933703739846242	0.913315430211644	0.911323743592872	0.896790158978202	0.945362906425441	0.935351812936446	0.926968043680358	0.930096296762625	0.920729578052135	0.922701650986863	0.94149851865188	0.93813749291487	0.947211053423673	0.93986879670249	0.950035829617335	0.941656937751823	0.923219488932432	0.930388562330584	0.921202531892176	0.920156022450282	0.935657730516291	0.94461858066721	0.921236563065846	0.925450080816101	0.909730871466671	0.92147475186116	0.93947542245186	0.922861025442537	0.945842041105692	0.930012999682569	0.929506149813393	0.916044668862314	0.883195466962788	0.903267964783566	0.914240064408994	0.920665755656712	0.932688482280262	0.932310861547841	0.893985163812096	0.932704829429446	0.933709444486128
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
